Date,Open,High,Low,Close
11/12/15,44351.17188,44351.17188,44083.62109,44120.51953
11/13/15,44120.82031,44266.21875,43458.10938,43617.73047
11/17/15,43614.39063,44219.78906,43614.39063,44184.64844
11/18/15,44182.25,44505.58984,44118.98047,44505.58984
11/19/15,44519.85156,44762.53125,44460.78906,44620.60156
11/20/15,44621.41016,44997.69141,44587.64844,44895.01953
11/23/15,44878.78125,44925.33984,44743.19922,44779.14063
11/24/15,44777.71094,44777.71094,44421.17188,44576.23047
11/25/15,44576.23047,44649.10938,44040.07813,44138.75
11/26/15,44137.19141,44377.58984,44053.23047,44374.51953
11/27/15,44387.10156,44420.64844,43895.82031,44247.98047
11/30/15,44241.28906,44412.07031,43382.12891,43418.55078
12/1/15,43418.55078,43984.89844,43368.83984,43984.89844
12/2/15,43984.39063,44024.94922,43386.17969,43417.05078
12/3/15,43423.01953,43496.23828,42756.46875,43027.30078
12/4/15,43033.01172,43220.69141,42810.46875,42994.23047
12/7/15,42997.57813,43103.58984,42648.05859,42655.23828
12/8/15,42653.07813,42710.62109,42214.73828,42236.73828
12/9/15,42260.37109,42796.07813,42260.37109,42398.05859
12/10/15,42376.53906,42508.32031,42358.69922,42447.76953
12/11/15,42447.58984,42494.73828,41907.78906,42000.62891
12/14/15,41997.26953,42057.30859,41514.76953,41901.96094
12/15/15,41902.76953,43156.19141,41902.76953,42905.19922
12/16/15,42909.01953,43497.62109,42909.01953,43429.71875
12/17/15,43435.94141,43780.26172,43361.46094,43503.51953
12/18/15,43504.42188,43507.83984,42863.98828,42936.62891
12/21/15,42958.01172,43392.71875,42958.01172,43160.60938
12/22/15,43158.55859,43619.71094,43152.57031,43328.71875
12/23/15,43329.42969,43787.30078,43241.53906,43579.67188
12/24/15,43579.07813,43774.69141,43527.23828,43528.26953
12/28/15,43528.41016,43535.5,43347.28125,43396.16016
12/29/15,43410.69141,43643.07813,43298.89063,43391.78125
12/30/15,43376.53906,43520.78125,43010.55078,43012.37109
12/31/15,43007.73828,43030.12891,42690.62109,42977.5
1/4/16,42963.89844,42963.89844,41897.48047,42113.69922
1/5/16,42118.60156,42346.14063,41859.26953,42041.67969
1/6/16,42039.23047,42039.23047,41627.98047,41691.19141
1/7/16,41688.75,41688.75,40611.30078,40661.57031
1/8/16,40661.80859,41242.55859,40154.94141,40265.37109
1/11/16,40254.5,40749.67969,40128.46875,40706.89063
1/12/16,40717.98828,41070.92969,40717.98828,41022.73828
1/13/16,41026.55078,41270.94141,40463.64063,41008.78125
1/14/16,41026.55078,41385.53125,40731.80078,41352.75
1/15/16,41350.30078,41350.30078,40298.01953,40847.69922
1/18/16,40842.82031,40854.64063,40440.35938,40604.78906
1/19/16,40611.85156,41136.48828,40494.05859,40809.25
1/20/16,40807.21875,40845.03125,39924.08984,40844.41016
1/21/16,40833.26953,41339.48828,40557.32813,41166.87891
1/22/16,41207.98047,41744.42188,41207.98047,41621.30859
1/25/16,41623.23047,41678.35156,41344.25,41476.35156
1/26/16,41474.44922,42037.55859,41451.19922,41932.39063
1/27/16,41923.42969,42394.08984,41823.87891,42109.89063
1/28/16,42101.07813,42445.44922,42055.26953,42393.01953
1/29/16,42386.23047,43631.17969,42370.98047,43630.76953
2/2/16,43639.92188,43639.92188,42884.51172,43092.48828
2/3/16,43120.67188,43306.37891,42916.01172,43257.53906
2/4/16,43255.10156,44260.23047,43255.10156,43751.92969
2/5/16,43759,43833.76172,43215.96875,43229.67188
2/8/16,43229.78906,43229.78906,42546.62891,42774.85156
2/9/16,42775.69141,42887.39063,42192.78906,42399.19141
2/10/16,42401.91016,42936.85938,42268.85938,42535.73828
2/11/16,42540.46094,42540.46094,41757.39844,42359.26172
2/12/16,42351.12109,42635.64844,42275.78906,42416.44141
2/15/16,42414.80859,43223.96094,42414.80859,43205.91016
2/16/16,43205.42969,43352.37891,42847.5,43100.32031
2/17/16,43103.30859,43585.30859,43019.64844,43585.23047
2/18/16,43561.05859,43731.67188,43278.80078,43516.66016
2/19/16,43517.16016,43618.60156,43219.32813,43375.30859
2/22/16,43379.17188,43882.23047,43379.17188,43546.71875
2/23/16,43550.78906,43672.96875,43143.58984,43216.57813
2/24/16,43221.05859,43234.37109,42364.89063,42744.91016
2/25/16,43177.53125,43445.14844,42938.98828,43434.55078
2/26/16,43449.91016,43611.69922,43239.39844,43473.37109
2/29/16,43475,43723.85938,43326.94141,43714.92969
3/1/16,43717.64844,44280.17969,43715.98828,44214.5
3/2/16,44198.39063,44739.01172,44165.60156,44615.75
3/3/16,44616.46094,44869.96875,44561.03906,44742.21875
3/4/16,44740.53125,45255.92188,44740.53125,44849.01953
3/7/16,44855.25,45146.32813,44850.96875,44967.16016
3/8/16,44967.21875,45017.62891,44335.39063,44504.28906
3/9/16,44507.48828,44668.39844,44189.55859,44492.5
3/10/16,44499.48828,44779.08984,43965.23047,44337.03906
3/11/16,44338.94141,45007.26953,44338.94141,44617.73828
3/14/16,44746.32813,44873.25,44548.55078,44691.80078
3/15/16,44691.01172,44694.30859,44139.53906,44210.44141
3/16/16,44207.53906,44751.62109,44026.17969,44751.39844
3/17/16,44751.39844,45507.87109,44644.33984,45435.08984
3/18/16,45436.17969,46129.66016,45203.17188,45482.39063
3/22/16,45464.53125,45632.28125,45308.30078,45632.28125
3/23/16,45632.62891,45713.75,45365.53906,45647.57031
3/28/16,45652.44141,45847.26172,45458.58984,45623.48047
3/29/16,45623.21094,45910.80859,45456.14063,45897.64844
3/30/16,45894.39844,46307.60938,45808.55078,46191.51172
3/31/16,46188.10156,46276.98828,45663.62891,45881.07813
4/1/16,45877.39063,46068.30859,45509.08984,46062.92188
4/4/16,46067.25,46077.10156,45454.10156,45678.17969
4/5/16,45678.33984,45678.33984,45183.71094,45186.01172
4/6/16,45183.30078,45370.78906,45023.51172,45281.96875
4/7/16,45278.80859,45290.03125,44834.23828,45052.16016
4/8/16,45074.30859,45382.66016,44797.16016,44859.48828
4/11/16,44864.85156,45112.55859,44745.10938,44760.53125
4/12/16,44765.35156,45126.92188,44708.62891,45090.67188
4/13/16,45095.26953,45483.21875,45076.98828,45411.30078
4/14/16,45411.53906,45624.53125,45363.82813,45403.53906
4/15/16,45401.58984,45636.17188,45390.82813,45536.51953
4/18/16,45518.62109,45561.44141,44956.23047,45022.62891
4/19/16,45027.03906,45881.66016,45027.03906,45780.17969
4/20/16,45780.51172,45834.57031,45507.41016,45650.35156
4/21/16,45653.21094,45860.01172,45539.35938,45556.64844
4/22/16,45556.10938,45825.32031,45556.10938,45613.21094
4/25/16,45608.32813,45804.94141,45383.07813,45581.19922
4/26/16,45584,45691.80078,45279.55078,45416.89844
4/27/16,45566.89063,45965.44141,45566.89063,45941.51953
4/28/16,45940.98047,45982.83984,45189.62891,45528.92969
4/29/16,45534.26172,45784.80078,45416.05859,45784.76953
5/2/16,45785.96094,45847.42969,45502.51953,45707.87109
5/3/16,45706.44922,45706.44922,45238.32031,45647.82031
5/4/16,45649.14063,45649.14063,45060.07031,45349
5/5/16,45350.28125,45440.46875,45066.91016,45147.96875
5/6/16,45142.82031,45243.19141,44925.46875,45209.85156
5/9/16,45209.03125,45320.35156,44823.21094,45250.33984
5/10/16,45257.10938,45684.67969,45143.01953,45676.41016
5/11/16,45663.60938,45733.17188,45461.42969,45506.87109
5/12/16,45514.64844,45838.17188,45437.48047,45685.82031
5/13/16,45684.46875,45736.98047,45373.21094,45402.46875
5/16/16,45402.73828,45863.76172,45381.83984,45843.14063
5/17/16,45846.98828,45912.03906,45621.80078,45872.17969
5/18/16,45871.03125,45887.76953,45395.05859,45551.19922
5/19/16,45551.08984,45555.35156,44898.42969,45051.26953
5/20/16,45053.57031,45321.48828,45042.35156,45155.91016
5/23/16,45159.32813,45349.82813,45046.30078,45236.16016
5/24/16,45233.98828,45523.89844,45226.69922,45497.46094
5/25/16,45496.64063,45882.73047,45494.92969,45710.94141
5/26/16,45705.51953,46080.82031,45688.64063,46039.69141
5/27/16,46040.23047,46220.62891,45996.73828,46124.14844
5/30/16,46119.53906,46204.44922,45936.23047,46017.21094
5/31/16,46026.14844,46069.12891,45371.73047,45459.44922
6/1/16,45468.53906,45612.44141,45268.83984,45557.60938
6/2/16,45549.58984,45745.80859,45458.85156,45508.30859
6/3/16,45508.46094,45933.51172,45450.46875,45928.23047
6/6/16,45929.30859,46114.94922,45821.39844,45857.73047
6/7/16,45852.28125,46277.14063,45852.28125,46124.62891
6/8/16,46127.62109,46545.32031,46015.85938,46263.83984
6/9/16,46266.26953,46308.05078,45660.35156,45662.71094
6/10/16,45655.94141,45655.94141,45163.44922,45177.5
6/13/16,45170.46094,45180.64063,44709.17969,44930.25
6/14/16,44935.03125,44968.53906,44389.23828,44570.58984
6/15/16,44562.73047,45107.05078,44491.12109,45011.21875
6/16/16,45017.44922,45225.39844,44580.69922,45225.39844
6/17/16,45227.69922,45394.87891,45106.71094,45306.21875
6/20/16,45306.35938,45978.85938,45306.35938,45779.66016
6/21/16,45781.98828,45843.07031,45421.44141,45705.42188
6/22/16,45706.19141,45809.08984,45612.42188,45806.16016
6/23/16,45820.69922,46145.92188,45820.69922,46145.92188
6/24/16,46119.92188,46153.67969,44501,44885.82031
6/27/16,44888.94922,44888.94922,43902.25,44282.03125
6/28/16,44297.58984,44960.89063,44297.58984,44714.53906
6/29/16,44725.80859,45584.78906,44700.42969,45466.37109
6/30/16,45466.37109,45967.21875,45419.73047,45966.48828
7/1/16,45973.19922,46251.80859,45831.32813,46213.26953
7/4/16,46213.26953,46429.05078,46135.08984,46201.32813
7/5/16,46200.21875,46341.23828,45669.66016,45819.60156
7/6/16,45819.62109,45820.21094,45104.87109,45304.75
7/7/16,45300.23047,45655.76172,45215.14063,45394.37109
7/8/16,45393.28125,45744.62109,45344.01953,45744.28906
7/11/16,45743.48828,46218.51172,45743.48828,46177.60938
7/12/16,46183.78125,46520.05078,46183.78125,46432.69922
7/13/16,46432.69922,46614.19141,46187.64844,46271.96875
7/14/16,46273.60156,46765.21094,46273.60156,46498.51172
7/15/16,46503.07031,46767.30859,46500.39063,46713.42969
7/18/16,46711.94141,47108.64844,46611.55859,46961.25
7/19/16,46966.60938,47134.26953,46826.87109,47060.57031
7/20/16,47054.67188,47505.25,46936.51172,47505.25
7/21/16,47503.60156,47648.41016,47313.30859,47364.80859
7/22/16,47363.07813,47589.44922,47359.53125,47537.28125
7/25/16,47524.39063,47785.28906,46971.69922,47130.41016
7/26/16,47129.48047,47343.05078,46921.39844,46927
7/27/16,46933.76172,47575.26172,46664.16016,46812.07031
7/28/16,46818.85938,46872.12109,46402.51172,46833.87109
7/29/16,46820.17969,46824.73828,46304.19141,46660.67188
8/1/16,46654.5,46887.92188,46638.44141,46807.23828
8/2/16,46806.07813,46806.07813,46143.80859,46558.35938
8/3/16,46556.21875,46888.42969,46311.28125,46844.53125
8/4/16,46839.19141,47102.21094,46678.60938,46941.46094
8/5/16,46940.23047,47197.10938,46931.25,47194.14844
8/8/16,47207.75,47539.21875,47012.01172,47368.64844
8/9/16,47375.58984,47801.76953,47363.26172,47630.37109
8/10/16,47635.44141,47902.82031,47565.32031,47797.69922
8/11/16,47833.87891,48434.76953,47713.83984,48341.94922
8/12/16,48348.26953,48570.98828,48096.10156,48363.89063
8/15/16,48366.89063,48956.05859,48361,48694.89844
8/16/16,48699.17188,48800.23828,48334.96875,48351.96094
8/17/16,48351.16016,48556.07813,48100.14063,48258.92969
8/18/16,48253.03906,48492.85156,47930.87109,48437.10156
8/19/16,48432.05078,48557.78125,48167.92188,48297.46094
8/22/16,48289.30078,48367.05078,47899.01172,48293.46094
8/23/16,48290.08984,48494.35938,47665.94141,47666.01953
8/24/16,47660.98047,47925.51172,47480.57813,47743.60938
8/25/16,47741.55078,47867.89844,47642.25,47734.19922
8/26/16,47729.55859,48002.46094,47095.08984,47369.57031
8/29/16,47357.78906,47646.21094,47310.12891,47599.12109
8/30/16,47610.05859,47832.39844,47445.87891,47650.57031
8/31/16,47649.69141,47768.96875,47341.89844,47541.32031
9/1/16,47544.03906,47655.60938,47314.82031,47563.33984
9/2/16,47551.10938,48096.32031,47204.05859,47787.98828
9/5/16,47786.98047,47968.16016,47786.5,47842.23047
9/6/16,47839.89844,47868.76953,47304.82813,47626.98047
9/7/16,47623.23047,47676.60156,47178.76172,47398.69922
9/8/16,47397.89063,47492.98047,47250.03125,47416.96875
9/9/16,47419.69141,47421.14063,46459.17188,46459.17188
9/12/16,46456.87891,46782.05859,45934.01953,46720.96094
9/13/16,46719.23047,46719.23047,46012.23828,46154.19922
9/14/16,46137.73828,46408.03906,45700.69922,45767.57031
9/15/16,45767.37109,45975.78125,45679.57031,45922.91016
9/19/16,45927.48828,46131.42969,45737.42969,45871.03906
9/20/16,45869.69141,46421.67969,45869.69141,46341.32813
9/21/16,46345.37891,46943.69922,46344.03906,46929.19141
9/22/16,46930.33984,47975.55859,46930.33984,47975.05078
9/23/16,47967.17188,47967.21094,47435.82031,47778.48047
9/26/16,47776.94141,47776.94141,47094.48828,47252.53906
9/27/16,47257.30078,47731.85938,46971.64063,47731.83984
9/28/16,47734.28906,48175.26953,47639.19141,48046.55859
9/29/16,48045.21094,48488.35156,47511.48047,47672.07031
9/30/16,47673.60156,47961.39063,47245.08984,47245.80078
10/3/16,47250.55078,47607.28125,47080.01953,47601.92969
10/4/16,47602.28906,47986.28906,47495.23828,47909.26953
10/5/16,47909.17188,48226.08984,47904.94141,48141.42188
10/6/16,48124.28125,48132.62891,47832.60938,47944.76953
10/7/16,47946.30078,47946.30078,47460.33984,47596.60156
10/10/16,47597.91016,48413.66016,47555.21875,48264.96094
10/11/16,48265.55859,48272.10156,47990.78906,48014.39844
10/12/16,48015.07031,48069.91016,47740.03125,47915.12109
10/13/16,47913.76953,47913.76953,47429.17188,47741.53906
10/14/16,47746.33984,48041.05078,47645.48828,47701.44922
10/17/16,47699.75,47918.60156,47637.42969,47657.32813
10/18/16,47661.46875,48129.94922,47661.46875,48106.12109
10/19/16,48107.66016,48572.64063,48006.08984,48492.60938
10/20/16,48479.66016,48563.62109,48188.05859,48274.25
10/21/16,48273.85156,48533.94141,48123.91016,48418.39844
10/24/16,48423.19922,48619.44141,48299.30078,48431.25
10/25/16,48423.07031,48432.96875,48057.03906,48093.53125
10/26/16,48095.05859,48122.67188,47726.85938,47805.44141
10/27/16,47804.62891,48115.48828,47770.57813,48114.67188
10/28/16,48113.87109,48371.51172,47534.05859,48007.19922
10/31/16,48002.21094,48245.14844,47818.33984,48009.28125
11/1/16,48021.28906,48157.12891,47061.89844,47303.30859
11/3/16,47286.16016,47480.66016,46683.80078,46683.80078
11/4/16,46684.39844,47369.78125,46441.46094,46694.80859
11/7/16,46695.01172,48373.19141,46695.01172,48050.25
11/8/16,48049.75,48672.94141,48049.75,48470.98828
11/9/16,48450.37891,48450.37891,46354.69141,47390.66016
11/10/16,47389.75,48124.51172,45209.89844,45224.37891
11/11/16,45229.17969,45743.48828,44737.96875,44978.25
11/14/16,44995.96875,45956.25,44995.87891,45306.48047
11/15/16,45305.96875,46142.19922,45023.64844,45023.64844
11/16/16,45039.07813,45406.21094,44788.12891,44901.57031
11/17/16,44901.67188,45315.10938,44843.55859,44919.69141
11/18/16,44921.03906,44940.89063,43998.98047,44364.17188
11/22/16,44367.05078,44966.62109,44367.05078,44838.76172
11/23/16,44874.48828,45197.32031,44555.80078,45184.07813
11/24/16,45250.39844,45421.75,45201.57031,45265.89844
11/25/16,45268.39063,45509.94141,45107.32813,45357.85156
11/28/16,45360.07031,45514.12891,45127.71094,45470.60938
11/29/16,45480.96875,45504.71094,45268.87891,45372.19141
11/30/16,45373.53125,45654.53125,45027.07031,45315.96094
12/1/16,45314.03906,45567.44141,44865.98047,44884.85938
12/2/16,44885.75,45018.28125,44471.83984,44555.26172
12/5/16,44555.26172,45085.28125,44555.26172,44937.30078
12/6/16,44938.10156,45153.05859,44850.87109,45103.21875
12/7/16,45116.35156,45644.42969,45111.85938,45609.89844
12/8/16,45611.05078,46365.67188,45532.41016,46360.23047
12/9/16,46359.12109,46955.51172,46166.78906,46913.46875
12/13/16,46916.19141,47241.12891,46370.03125,46870.23828
12/14/16,46870.64063,46901.53125,45962.66016,46220.53906
12/15/16,46220.23828,46235.17969,45863.96875,45871.96094
12/16/16,45871.76953,45937.10938,45099.73047,45121.39063
12/19/16,45121.19141,45265.78125,44875.67969,44895.28906
12/20/16,44894.69141,45266.42188,44761.96875,44930.26953
12/21/16,44936.78906,45110.80859,44817.30078,44983.03125
12/22/16,44982.42969,45041.42188,44568.26953,45008.07813
12/23/16,45016.64844,45263.23047,44922.28125,45173.53906
12/26/16,45219.35156,45219.35156,44862.44922,44989.57813
12/27/16,44989.57813,45329.26172,44938.73828,45299.67188
12/28/16,45301.19922,45619.83984,45257.71875,45563.17969
12/29/16,45564.51953,46025.64844,45549.39063,45909.30859
12/30/16,45910.44141,45986.28906,45374.41016,45642.89844
1/2/17,45642.80078,45792.46094,45593.26172,45695.10156
1/3/17,45698.92969,46444.71875,45690.46094,46123.35938
1/4/17,46123.35938,46587.73828,46068.82813,46587.73828
1/5/17,46586.03125,46767.37109,46285.87891,46719.98828
1/6/17,46721.69922,46731.89844,46027.10156,46071.57031
1/9/17,46072.37891,46153.03125,45314.57813,45553.51172
1/10/17,45585.48828,45924.51172,45531.03906,45886.26953
1/11/17,45886.17969,46085.78125,45550.10156,45933.64844
1/12/17,45935.55078,46265.14844,45805.5,46060.98047
1/13/17,46070.69141,46438.80078,46039.78125,46182.42969
1/16/17,46184.12891,46229.62891,45714.58984,45740.37891
1/17/17,45721,46159.01172,45720.67188,46002.55859
1/18/17,46006.60156,46390.21875,46006.60156,46360.62891
1/19/17,46360.82813,46423.58984,46059.30859,46265.26172
1/20/17,46262.53906,46396.21875,46021.57813,46331.60156
1/23/17,46325.07031,47141,46170.87109,47116.23828
1/24/17,47121.17969,48220.03906,47118.14844,48149.60938
1/25/17,48152.62891,48632.51172,47870.87109,48275.82813
1/26/17,48280.46875,48284.30859,47372.48047,47611.44141
1/27/17,47632.57813,47695.48047,47192.03125,47421.12109
1/30/17,47611.44141,47611.44141,46761.5,47091.82031
1/31/17,47131.23047,47243.07031,46928.48047,47001.05859
2/1/17,47001.96875,47225.23047,46780.03125,47009.51172
2/2/17,47019.85156,47111.78125,46909.30859,47095.07031
2/3/17,47097.51172,47228.64844,46801.76953,47225.10156
2/7/17,47228.03906,47258.28906,46614.37891,46728.94922
2/8/17,46767.21875,46985.23047,46639.21094,46921.71094
2/9/17,46907.01172,47461.60156,46850.08984,47232.17188
2/10/17,47222.94141,48115.98047,47123.03125,47797.03906
2/13/17,47798.37891,47904.73047,47391.48047,47661.69141
2/14/17,47650.23828,47687.12891,47279.42969,47391.23828
2/15/17,47392.44141,47467.14063,47059.67969,47161.73828
2/16/17,47165.67969,47444.26953,47121.17969,47293.85156
2/17/17,47303.05078,47386.17188,47005.42188,47164.71094
2/20/17,47159.16016,47612.28906,47046.39844,47083.80859
2/21/17,47089.12109,47638.51953,47089.12109,47614.98828
2/22/17,47614.69141,47654.64063,47194.57813,47195.67969
2/23/17,47197.19141,47482.60938,46842.46094,47206.35938
2/24/17,47215.55859,47215.55859,46587.92969,47047.67188
2/27/17,47040.94922,47464.25,46859.57031,47349.19922
2/28/17,47352.44922,47378.08984,46692.46875,46856.78906
3/1/17,46853.67188,47564.35156,46853.67188,47467.94922
3/2/17,47458.69141,47513.89844,46960.25,47288.66016
3/3/17,47292.30078,47574.46875,47001.98828,47414.57031
3/6/17,47407.28906,47891.32813,46995.60938,47883.58984
3/7/17,47883.98828,47886.23828,47406.28906,47419.16016
3/8/17,47410.19141,47688.76953,47298.71875,47539.21875
3/9/17,47538.82031,47563.37109,47072.57031,47263.92188
3/10/17,47262.91016,47481.69141,47026.37109,47102.30859
3/13/17,47093.30859,47288.75,46965.87891,47101.14063
3/14/17,47095.78125,47181.23047,46597.57813,47087.96875
3/15/17,47087.76953,47583.60156,46905.53125,47470.30859
3/16/17,47496,48333.60938,47333.78906,48056.55859
3/17/17,48066.82031,48626.12109,47924.89063,48593.44141
3/21/17,48593.64063,49240.08984,48422.83984,48589.05078
3/22/17,48592.26172,48612.60938,48201.80859,48487.30078
3/23/17,48481.14844,48898.32031,48437,48676.91016
3/24/17,48675.19141,49105.30859,48595.07813,49083.85156
3/27/17,49082.89063,49312.98828,48743.80859,49312.98828
3/28/17,49310.76953,49523.94141,49194.71875,49339.23828
3/29/17,49335.80859,49335.80859,48941.48047,49036.51953
3/30/17,49032.08984,49068.48047,48719.62891,48863.30078
3/31/17,48863.12891,48925.44141,48541.55859,48541.55859
4/3/17,48549.23047,49008.80859,48461.26953,48819.07031
4/4/17,48799.08984,49342.80078,48791.42969,49342.76953
4/5/17,49339.23828,49560.89844,49118.21094,49207.60938
4/6/17,49207.76953,49313.73047,48838.85156,49012.42188
4/7/17,49012.21875,49393.25,48887.07813,49343.64063
4/10/17,49339.64844,49590.85156,49163.30859,49540.26172
4/11/17,49540.76172,49753.57031,49102.80078,49637.92969
4/12/17,49607.28906,49661.07813,48871.89063,48955.82031
4/17/17,48969.03906,49222.96094,48844.01172,49011.55859
4/18/17,49010.21875,49012.58984,48335.98047,48762.53125
4/19/17,48765.55078,48975.44141,48727.67969,48873.83984
4/20/17,48882.26953,49145.91016,48741.05078,49144.96094
4/21/17,49131.73828,49131.73828,48727.73828,48967.82813
4/24/17,48969.69141,49504.58984,48969.69141,49413.26172
4/25/17,49411.33984,49821.46875,49411.33984,49808.05078
4/26/17,49807.85156,50147.03906,49130.5,49565.16016
4/27/17,49552.32031,49649.46875,49184.12109,49440.96094
4/28/17,49444.98047,49478.26172,49151.89844,49261.32813
5/2/17,49260.12109,49646.60938,49220.76953,49588.83984
5/3/17,49540.30078,49757.96094,49070.30859,49099.98047
5/4/17,49098.05859,49312.07031,48867.37109,48998.10938
5/5/17,48994.67969,49485.73828,48963.87891,49485.67188
5/8/17,49491.42188,49582.48828,49346.08984,49505.85938
5/9/17,49503.03906,50026.55859,49503.03906,49939.46875
5/10/17,49941.48828,50154.32813,49850.10156,49930.53906
5/11/17,49930.73047,49937.07031,49458.05859,49530.53125
5/12/17,49531.87109,49566.94922,49228.53906,49426.07813
5/15/17,49433.94922,49733.5,49338.73047,49678.96094
5/16/17,49680.10156,49817.30859,49404.62891,49459.62109
5/17/17,49457.89844,49460.96875,48731.53906,48747.94922
5/18/17,48759.26172,48759.26172,48146,48322.23828
5/19/17,48322.23828,49172.64844,48274.62109,49067.46875
5/22/17,49056.73047,49415.89063,48793.23828,48943.46094
5/23/17,48945.98047,49119.89844,48771.76953,49042.51953
5/24/17,49045.14063,49581.98828,49045.14063,49494.39844
5/25/17,49502.26172,49696.98828,49319.91016,49410.92188
5/26/17,49411.73047,49741.80859,49195.26953,49688.26953
5/29/17,49676.03125,49701.28125,49332.55078,49450.48047
5/30/17,49452.19922,49634.10938,49089.08984,49277.94922
5/31/17,49275.62891,49423.41016,48749.96094,48788.44141
6/1/17,48795.89063,49224.46094,48774.91016,49101.64063
6/2/17,49100.82031,49323.71875,48979.58984,49317.37891
6/5/17,49244.26953,49627.76172,49120.67188,49592.48828
6/6/17,49566.32813,49566.32813,49177.53906,49218.62109
6/7/17,49194.21875,49352.78125,49030.23828,49274.96875
6/8/17,49302.66016,49327.41016,49018.96094,49087.46094
6/9/17,49046.85938,49277.32031,48993.26172,49081.73047
6/12/17,49073.66016,49241.30078,48952.75,49128.76172
6/13/17,49183.46875,49203.35938,48978.17188,49026.82813
6/14/17,49121.19922,49378.69141,49022.53906,49291.03125
6/15/17,49233.21094,49233.85156,48861.25,49139.69922
6/16/17,49134.10156,49348.76953,48870.10156,49221.03125
6/19/17,49231.60938,49473.67188,48935.14844,49169.57031
6/20/17,49209.62109,49226.76172,48937.66016,49033.05078
6/21/17,48958.71094,49203.64063,48895.35938,48983.44922
6/22/17,48933.07813,49053,48827.55859,49017.42969
6/23/17,48938.37891,49139.05859,48873.85156,48980.78125
6/26/17,48806.03906,49267.67969,48770.98047,49165.67188
6/27/17,49179.01172,49207.87109,48944.08984,49087.73828
6/28/17,49129.55859,49391.37891,49067.78125,49340.10938
6/29/17,49380.5,49428.55078,49001.78125,49198.12109
6/30/17,49255.07813,49901.51172,49204.76172,49857.48828
7/3/17,49831.53125,50312.01953,49790.53125,50109.16016
7/4/17,49999.07031,50236.44141,49925.30859,50041.57813
7/5/17,50065.51953,50339.62891,50022.14844,50300.80859
7/6/17,50268.94922,50274.91016,49884.17969,50015.67188
7/7/17,50042.53125,50141.17969,49696.96875,50059.01953
7/10/17,50058.69922,50661.75,49975.73047,50616.80859
7/11/17,50545.51172,50869.10156,50344.78125,50510.23047
7/12/17,50847.94922,51103.85156,50440.69922,50809.76953
7/13/17,50820.85156,51014.14063,50704.19922,50968.76172
7/14/17,50966.87109,51298.10156,50824.12891,51162.23047
7/17/17,51141.62891,51364.19141,50950.62109,51332.28906
7/18/17,51228.35938,51230.69922,50990.67188,51099.71094
7/19/17,51172.91016,51363.98828,50890.25,51086.92969
7/20/17,51163.21094,51264.51172,51082.67969,51144.14063
7/21/17,51180.03906,51641.37891,51165.60938,51564.62109
7/24/17,51526.39063,51743.62109,51205.53906,51665.64844
7/25/17,51590.48047,51772.37109,51524.23047,51713.37891
7/26/17,51537.30078,51765.94141,51476.44922,51600.26172
7/27/17,51545.92188,51660.78125,51172.83984,51257.35938
7/28/17,51228.42188,51320.51172,50895.53906,51213.60156
7/31/17,51219.57813,51335.98828,50926.12891,51011.87109
8/1/17,51282.19141,51432.76953,51141.26953,51195.01172
8/2/17,51153.85938,51484.76953,51105.46875,51200.12891
8/3/17,51198.14063,51343.28125,51088.96875,51293.07031
8/4/17,51240.67188,51415.60938,51181.71094,51328.28906
8/7/17,51300.21875,51572.55078,51300.21875,51389.26953
8/8/17,51331.78906,51722.05859,51305.76953,51328.76172
8/9/17,51263.01172,51395.03906,51081.05859,51237.5
8/10/17,51235.26953,51248.01172,50618.23047,50906.83984
8/11/17,50895.92188,50912.76172,50605.87891,50645.10156
8/14/17,50680.42969,51231.32813,50680.42969,51167.46875
8/15/17,51225.53906,51362.07813,51151.87109,51339.28906
8/16/17,51331.89844,51431.91016,50983.44141,51156.67188
8/17/17,51176.66016,51203.35938,50889.5,50994.17969
8/18/17,50930.5,51254.28906,50836.42188,51075.46094
8/21/17,51131.55078,51277.67969,50985.51172,51241.10938
8/22/17,51194.23828,51448.64063,51194.23828,51332.98047
8/23/17,51276.14063,51332.44141,51160.92188,51280.17188
8/24/17,51205.23828,51558.55859,51205.23828,51470.05859
8/25/17,51521.17969,51620.83984,51331.44141,51373.23047
8/28/17,51429.62109,51588.71875,51025.19922,51266.71875
8/29/17,51200.62109,51345.89844,51054.57031,51313.66016
8/30/17,51312.89844,51350.07813,51003.92969,51193.51953
8/31/17,51155.58984,51232.48828,51034.26953,51210.48047
9/1/17,51271.32031,51370.82031,51001.30078,51080.85156
9/4/17,51015.91016,51041.89063,50771.57813,50825.76953
9/5/17,50947.67188,50969.73828,50257.73828,50301.39063
9/6/17,50341.85938,50664.66016,50232.91016,50515.60156
9/7/17,50533.53906,50700.96875,50094.94922,50249.12109
9/8/17,50192.73047,50308.53906,49865.78906,50083.80078
9/11/17,50135.92188,50443.46875,50133.53906,50359.32031
9/12/17,50385.80078,50699.5,50385.5,50480.96094
9/13/17,50519.92969,50542.44922,50121.64063,50164.87891
9/14/17,50094.89844,50225.12109,50017.37109,50107.85938
9/15/17,50058.62109,50134.44141,49779.08984,49921.83984
9/18/17,49953.14063,50326.55859,49953.14063,50258.42188
9/19/17,50327.32031,50364.82813,50117.71094,50265.46094
9/20/17,50312.78906,50430.37891,50173.51953,50363.94922
