Fecha,FIX
16/10/2018,18.7693
17/10/2018,18.8012
18/10/2018,19.1018
19/10/2018,19.2183
20/10/2018,
21/10/2018,
22/10/2018,19.3669
23/10/2018,19.4169
24/10/2018,19.4623
25/10/2018,19.4383
26/10/2018,19.4790
27/10/2018,
28/10/2018,
29/10/2018,19.8022
30/10/2018,20.0258
31/10/2018,20.3177
01/11/2018,20.1329
02/11/2018,
03/11/2018,
04/11/2018,
05/11/2018,19.9636
06/11/2018,19.8609
07/11/2018,19.8245
08/11/2018,20.0438
09/11/2018,20.3614
10/11/2018,
11/11/2018,
12/11/2018,20.3179
13/11/2018,20.5158
14/11/2018,20.3979
15/11/2018,20.3371
16/11/2018,20.1550
17/11/2018,
18/11/2018,
19/11/2018,
20/11/2018,20.4123
21/11/2018,20.2023
22/11/2018,20.2984
23/11/2018,20.3935
24/11/2018,
25/11/2018,
26/11/2018,20.5304
27/11/2018,20.4977
28/11/2018,20.4108
29/11/2018,20.2217
30/11/2018,20.3455
01/12/2018,
02/12/2018,
03/12/2018,20.2346
04/12/2018,20.5123
05/12/2018,20.5672
06/12/2018,20.4705
07/12/2018,20.2609
08/12/2018,
09/12/2018,
10/12/2018,20.3621
11/12/2018,20.2889
12/12/2018,
13/12/2018,20.2566
14/12/2018,20.3337
15/12/2018,
16/12/2018,
17/12/2018,20.1126
18/12/2018,20.1277
19/12/2018,20.0293
20/12/2018,19.9082
21/12/2018,19.9275
22/12/2018,
23/12/2018,
24/12/2018,19.8473
25/12/2018,
26/12/2018,19.8823
27/12/2018,19.6829
28/12/2018,19.6566
29/12/2018,
30/12/2018,
31/12/2018,19.6512
01/01/2019,
02/01/2019,19.5878
03/01/2019,19.6073
04/01/2019,19.4902
05/01/2019,
06/01/2019,
07/01/2019,19.3208
08/01/2019,19.3479
09/01/2019,19.2456
10/01/2019,19.1714
11/01/2019,19.1236
12/01/2019,
13/01/2019,
14/01/2019,19.0064
15/01/2019,19.0457
16/01/2019,18.9908
17/01/2019,19.0630
18/01/2019,19.0844
19/01/2019,
20/01/2019,
21/01/2019,19.1902
22/01/2019,19.1297
23/01/2019,19.0771
24/01/2019,18.9859
25/01/2019,18.9280
26/01/2019,
27/01/2019,
28/01/2019,19.0381
29/01/2019,18.9972
30/01/2019,19.1623
31/01/2019,19.0388
01/02/2019,19.1098
02/02/2019,
03/02/2019,
04/02/2019,
05/02/2019,19.0824
06/02/2019,19.1058
07/02/2019,19.0800
08/02/2019,19.0893
09/02/2019,
10/02/2019,
11/02/2019,19.2524
12/02/2019,19.2592
13/02/2019,19.4084
14/02/2019,19.3569
15/02/2019,19.3625
16/02/2019,
17/02/2019,
18/02/2019,19.2578
19/02/2019,19.1778
20/02/2019,19.1835
21/02/2019,19.2652
22/02/2019,19.1394
23/02/2019,
24/02/2019,
25/02/2019,19.1185
26/02/2019,19.1630
27/02/2019,19.2201
28/02/2019,19.2607
01/03/2019,19.2978
02/03/2019,
03/03/2019,
04/03/2019,19.3039
05/03/2019,19.2597
06/03/2019,19.3708
07/03/2019,19.5225
08/03/2019,19.4902
09/03/2019,
10/03/2019,
11/03/2019,19.4243
12/03/2019,19.3049
13/03/2019,19.3320
14/03/2019,19.3233
15/03/2019,19.2176
16/03/2019,
17/03/2019,
18/03/2019,
19/03/2019,19.0004
20/03/2019,18.9098
21/03/2019,18.8694
22/03/2019,19.1369
23/03/2019,
24/03/2019,
25/03/2019,19.0151
26/03/2019,19.0989
27/03/2019,19.3201
28/03/2019,19.3793
29/03/2019,19.3779
30/03/2019,
31/03/2019,
01/04/2019,19.2169
02/04/2019,19.2279
03/04/2019,19.1805
04/04/2019,19.1728
05/04/2019,19.0805
06/04/2019,
07/04/2019,
08/04/2019,18.9701
09/04/2019,18.9229
10/04/2019,18.8360
11/04/2019,18.8432
12/04/2019,18.7719
13/04/2019,
14/04/2019,
15/04/2019,18.8489
16/04/2019,18.9516
17/04/2019,18.8480
18/04/2019,
19/04/2019,
20/04/2019,
21/04/2019,
22/04/2019,18.8359
23/04/2019,18.9578
24/04/2019,19.0046
25/04/2019,19.0942
26/04/2019,18.9414
27/04/2019,
28/04/2019,
29/04/2019,19.0120
30/04/2019,19.0099
01/05/2019,
02/05/2019,19.1014
03/05/2019,19.0012
04/05/2019,
05/05/2019,
06/05/2019,18.9781
07/05/2019,19.0499
08/05/2019,19.0837
09/05/2019,19.2623
10/05/2019,19.1374
11/05/2019,
12/05/2019,
13/05/2019,19.1928
14/05/2019,19.1427
15/05/2019,19.1236
16/05/2019,19.0710
17/05/2019,19.1454
18/05/2019,
19/05/2019,
20/05/2019,19.0908
21/05/2019,19.0309
22/05/2019,18.9755
23/05/2019,19.0122
24/05/2019,19.0658
25/05/2019,
26/05/2019,
27/05/2019,19.0521
28/05/2019,19.1652
29/05/2019,19.2395
30/05/2019,19.0683
31/05/2019,19.6426
01/06/2019,
02/06/2019,
03/06/2019,19.7609
04/06/2019,19.6007
05/06/2019,19.5418
06/06/2019,19.7084
07/06/2019,19.6528
08/06/2019,
09/06/2019,
10/06/2019,19.2040
11/06/2019,19.1222
12/06/2019,19.1383
13/06/2019,19.1645
14/06/2019,19.1487
15/06/2019,
16/06/2019,
17/06/2019,19.1924
18/06/2019,19.1011
19/06/2019,19.1753
20/06/2019,18.9804
21/06/2019,19.0661
22/06/2019,
23/06/2019,
24/06/2019,19.1833
25/06/2019,19.2271
26/06/2019,19.1442
27/06/2019,19.1685
28/06/2019,19.2087
29/06/2019,
30/06/2019,
01/07/2019,19.0760
02/07/2019,19.0694
03/07/2019,19.0502
04/07/2019,18.9947
05/07/2019,19.0446
06/07/2019,
07/07/2019,
08/07/2019,18.9116
09/07/2019,19.0043
10/07/2019,19.2425
11/07/2019,19.1227
12/07/2019,19.0307
13/07/2019,
14/07/2019,
15/07/2019,18.9803
16/07/2019,19.0781
17/07/2019,19.0233
18/07/2019,19.0108
19/07/2019,19.0123
20/07/2019,
21/07/2019,
22/07/2019,19.0659
23/07/2019,19.1315
